news_path,Original_or_LLM,class,setType
train-true-orig/2780.txt,original,0,train
train-fake-LLM/917.txt,LLM,1,train
train-true-orig/2757.txt,original,0,train
train-fake-LLM/2432.txt,LLM,1,train
train-fake-LLM/2831.txt,LLM,1,train
train-true-orig/1080.txt,original,0,train
train-true-orig/2023.txt,original,0,train
train-true-orig/1050.txt,original,0,train
train-true-orig/2557.txt,original,0,train
train-fake-LLM/3423.txt,LLM,1,train
train-fake-LLM/3198.txt,LLM,1,train
train-true-orig/1722.txt,original,0,train
train-fake-LLM/3244.txt,LLM,1,train
train-fake-LLM/1521.txt,LLM,1,train
train-fake-LLM/3495.txt,LLM,1,train
train-true-orig/3258.txt,original,0,train
train-fake-LLM/2593.txt,LLM,1,train
train-true-orig/2424.txt,original,0,train
train-fake-LLM/1366.txt,LLM,1,train
train-fake-LLM/509.txt,LLM,1,train
train-fake-LLM/652.txt,LLM,1,train
train-fake-LLM/3.txt,LLM,1,train
train-fake-LLM/1386.txt,LLM,1,train
train-true-orig/2977.txt,original,0,train
train-fake-LLM/1077.txt,LLM,1,train
train-fake-LLM/1572.txt,LLM,1,train
train-fake-LLM/3464.txt,LLM,1,train
train-true-orig/1885.txt,original,0,train
train-true-orig/2866.txt,original,0,train
train-fake-LLM/3189.txt,LLM,1,train
train-true-orig/1679.txt,original,0,train
train-true-orig/1271.txt,original,0,train
train-true-orig/2767.txt,original,0,train
train-true-orig/489.txt,original,0,train
train-fake-LLM/2390.txt,LLM,1,train
train-fake-LLM/2030.txt,LLM,1,train
train-fake-LLM/263.txt,LLM,1,train
train-fake-LLM/3335.txt,LLM,1,train
train-true-orig/1701.txt,original,0,train
train-true-orig/2996.txt,original,0,train
train-fake-LLM/72.txt,LLM,1,train
train-fake-LLM/3538.txt,LLM,1,train
train-fake-LLM/1719.txt,LLM,1,train
train-fake-LLM/1809.txt,LLM,1,train
train-fake-LLM/2981.txt,LLM,1,train
train-fake-LLM/1494.txt,LLM,1,train
train-true-orig/3163.txt,original,0,train
train-true-orig/3051.txt,original,0,train
train-fake-LLM/1896.txt,LLM,1,train
train-fake-LLM/3546.txt,LLM,1,train
train-true-orig/2567.txt,original,0,train
train-true-orig/2163.txt,original,0,train
train-true-orig/3100.txt,original,0,train
train-true-orig/2714.txt,original,0,train
train-true-orig/1592.txt,original,0,train
train-fake-LLM/1250.txt,LLM,1,train
train-fake-LLM/1590.txt,LLM,1,train
train-fake-LLM/1210.txt,LLM,1,train
train-true-orig/562.txt,original,0,train
train-true-orig/739.txt,original,0,train
train-true-orig/1762.txt,original,0,train
train-fake-LLM/2938.txt,LLM,1,train
train-fake-LLM/2948.txt,LLM,1,train
train-fake-LLM/3508.txt,LLM,1,train
train-fake-LLM/628.txt,LLM,1,train
train-true-orig/1377.txt,original,0,train
train-fake-LLM/1309.txt,LLM,1,train
train-fake-LLM/359.txt,LLM,1,train
train-true-orig/1886.txt,original,0,train
train-true-orig/3187.txt,original,0,train
train-true-orig/1354.txt,original,0,train
train-fake-LLM/802.txt,LLM,1,train
train-fake-LLM/3467.txt,LLM,1,train
train-fake-LLM/2497.txt,LLM,1,train
train-fake-LLM/2684.txt,LLM,1,train
train-fake-LLM/2143.txt,LLM,1,train
train-true-orig/1873.txt,original,0,train
train-fake-LLM/2273.txt,LLM,1,train
train-true-orig/148.txt,original,0,train
train-fake-LLM/2957.txt,LLM,1,train
train-fake-LLM/2256.txt,LLM,1,train
train-true-orig/2791.txt,original,0,train
train-true-orig/1937.txt,original,0,train
train-fake-LLM/276.txt,LLM,1,train
train-true-orig/1311.txt,original,0,train
train-fake-LLM/1470.txt,LLM,1,train
train-fake-LLM/1245.txt,LLM,1,train
train-true-orig/1685.txt,original,0,train
train-fake-LLM/426.txt,LLM,1,train
train-fake-LLM/2110.txt,LLM,1,train
train-fake-LLM/3562.txt,LLM,1,train
train-fake-LLM/106.txt,LLM,1,train
train-fake-LLM/2168.txt,LLM,1,train
train-true-orig/590.txt,original,0,train
train-true-orig/3488.txt,original,0,train
train-fake-LLM/662.txt,LLM,1,train
train-true-orig/1921.txt,original,0,train
train-true-orig/110.txt,original,0,train
train-true-orig/3026.txt,original,0,train
train-fake-LLM/1802.txt,LLM,1,train
train-fake-LLM/1340.txt,LLM,1,train
train-fake-LLM/1931.txt,LLM,1,train
train-fake-LLM/2278.txt,LLM,1,train
train-true-orig/878.txt,original,0,train
train-fake-LLM/2060.txt,LLM,1,train
train-fake-LLM/2702.txt,LLM,1,train
train-fake-LLM/922.txt,LLM,1,train
train-fake-LLM/724.txt,LLM,1,train
train-true-orig/714.txt,original,0,train
train-true-orig/1721.txt,original,0,train
train-true-orig/696.txt,original,0,train
train-true-orig/3413.txt,original,0,train
train-true-orig/1727.txt,original,0,train
train-true-orig/3359.txt,original,0,train
train-true-orig/2073.txt,original,0,train
train-fake-LLM/2490.txt,LLM,1,train
train-fake-LLM/1798.txt,LLM,1,train
train-true-orig/1548.txt,original,0,train
train-fake-LLM/1230.txt,LLM,1,train
train-fake-LLM/2319.txt,LLM,1,train
train-true-orig/3588.txt,original,0,train
train-true-orig/2660.txt,original,0,train
train-true-orig/3452.txt,original,0,train
train-true-orig/608.txt,original,0,train
train-fake-LLM/3171.txt,LLM,1,train
train-true-orig/471.txt,original,0,train
train-fake-LLM/3252.txt,LLM,1,train
train-fake-LLM/1147.txt,LLM,1,train
train-fake-LLM/1547.txt,LLM,1,train
train-fake-LLM/2658.txt,LLM,1,train
train-true-orig/2997.txt,original,0,train
train-fake-LLM/1862.txt,LLM,1,train
train-true-orig/2240.txt,original,0,train
train-fake-LLM/2062.txt,LLM,1,train
train-true-orig/108.txt,original,0,train
train-fake-LLM/586.txt,LLM,1,train
train-true-orig/1892.txt,original,0,train
train-true-orig/2303.txt,original,0,train
train-fake-LLM/158.txt,LLM,1,train
train-fake-LLM/2533.txt,LLM,1,train
train-true-orig/3337.txt,original,0,train
train-fake-LLM/3258.txt,LLM,1,train
train-fake-LLM/2970.txt,LLM,1,train
train-fake-LLM/634.txt,LLM,1,train
train-fake-LLM/2783.txt,LLM,1,train
train-fake-LLM/479.txt,LLM,1,train
train-fake-LLM/2220.txt,LLM,1,train
train-fake-LLM/1280.txt,LLM,1,train
train-true-orig/2911.txt,original,0,train
train-true-orig/1238.txt,original,0,train
train-fake-LLM/273.txt,LLM,1,train
train-fake-LLM/1786.txt,LLM,1,train
train-true-orig/2169.txt,original,0,train
train-fake-LLM/3045.txt,LLM,1,train
train-true-orig/2437.txt,original,0,train
train-fake-LLM/510.txt,LLM,1,train
train-fake-LLM/3507.txt,LLM,1,train
train-fake-LLM/2300.txt,LLM,1,train
train-fake-LLM/1259.txt,LLM,1,train
train-fake-LLM/1650.txt,LLM,1,train
train-true-orig/1154.txt,original,0,train
train-true-orig/2392.txt,original,0,train
train-true-orig/3336.txt,original,0,train
train-true-orig/580.txt,original,0,train
train-fake-LLM/3540.txt,LLM,1,train
train-fake-LLM/707.txt,LLM,1,train
train-fake-LLM/3140.txt,LLM,1,train
train-fake-LLM/3286.txt,LLM,1,train
train-true-orig/745.txt,original,0,train
train-fake-LLM/3300.txt,LLM,1,train
train-fake-LLM/166.txt,LLM,1,train
train-true-orig/1084.txt,original,0,train
train-true-orig/1634.txt,original,0,train
train-fake-LLM/1635.txt,LLM,1,train
train-fake-LLM/1410.txt,LLM,1,train
train-true-orig/2108.txt,original,0,train
train-fake-LLM/477.txt,LLM,1,train
train-fake-LLM/565.txt,LLM,1,train
train-fake-LLM/1998.txt,LLM,1,train
train-fake-LLM/2790.txt,LLM,1,train
train-true-orig/3563.txt,original,0,train
train-true-orig/391.txt,original,0,train
train-true-orig/3592.txt,original,0,train
train-fake-LLM/416.txt,LLM,1,train
train-true-orig/2136.txt,original,0,train
train-true-orig/3034.txt,original,0,train
train-true-orig/1653.txt,original,0,train
train-fake-LLM/1928.txt,LLM,1,train
train-fake-LLM/2690.txt,LLM,1,train
train-true-orig/3358.txt,original,0,train
train-true-orig/2463.txt,original,0,train
train-true-orig/1239.txt,original,0,train
train-fake-LLM/2316.txt,LLM,1,train
train-true-orig/1385.txt,original,0,train
train-true-orig/3145.txt,original,0,train
train-fake-LLM/419.txt,LLM,1,train
train-fake-LLM/1424.txt,LLM,1,train
train-true-orig/99.txt,original,0,train
train-true-orig/556.txt,original,0,train
train-true-orig/2116.txt,original,0,train
train-true-orig/1219.txt,original,0,train
train-fake-LLM/3438.txt,LLM,1,train
train-fake-LLM/2420.txt,LLM,1,train
train-true-orig/1139.txt,original,0,train
train-fake-LLM/384.txt,LLM,1,train
train-true-orig/1525.txt,original,0,train
train-fake-LLM/1160.txt,LLM,1,train
train-true-orig/274.txt,original,0,train
train-fake-LLM/2331.txt,LLM,1,train
train-fake-LLM/86.txt,LLM,1,train
train-fake-LLM/1852.txt,LLM,1,train
train-true-orig/455.txt,original,0,train
train-fake-LLM/1569.txt,LLM,1,train
train-fake-LLM/233.txt,LLM,1,train
train-true-orig/3365.txt,original,0,train
train-true-orig/883.txt,original,0,train
train-fake-LLM/422.txt,LLM,1,train
train-true-orig/3367.txt,original,0,train
train-true-orig/2194.txt,original,0,train
train-fake-LLM/934.txt,LLM,1,train
train-true-orig/2199.txt,original,0,train
train-true-orig/2308.txt,original,0,train
train-fake-LLM/760.txt,LLM,1,train
train-true-orig/3127.txt,original,0,train
train-true-orig/2867.txt,original,0,train
train-true-orig/260.txt,original,0,train
train-true-orig/2967.txt,original,0,train
train-true-orig/2743.txt,original,0,train
train-fake-LLM/821.txt,LLM,1,train
train-fake-LLM/1008.txt,LLM,1,train
train-true-orig/650.txt,original,0,train
train-fake-LLM/1974.txt,LLM,1,train
train-true-orig/3555.txt,original,0,train
train-true-orig/1044.txt,original,0,train
train-true-orig/2291.txt,original,0,train
train-fake-LLM/2859.txt,LLM,1,train
train-true-orig/1931.txt,original,0,train
train-fake-LLM/887.txt,LLM,1,train
train-fake-LLM/3424.txt,LLM,1,train
train-fake-LLM/1273.txt,LLM,1,train
train-true-orig/3571.txt,original,0,train
train-true-orig/3239.txt,original,0,train
train-true-orig/2565.txt,original,0,train
train-fake-LLM/1294.txt,LLM,1,train
train-true-orig/8.txt,original,0,train
train-true-orig/3360.txt,original,0,train
train-true-orig/1558.txt,original,0,train
train-fake-LLM/172.txt,LLM,1,train
train-true-orig/2025.txt,original,0,train
train-true-orig/873.txt,original,0,train
train-fake-LLM/513.txt,LLM,1,train
train-fake-LLM/675.txt,LLM,1,train
train-fake-LLM/2677.txt,LLM,1,train
train-true-orig/532.txt,original,0,train
train-fake-LLM/528.txt,LLM,1,train
train-fake-LLM/1745.txt,LLM,1,train
train-true-orig/467.txt,original,0,train
train-true-orig/3273.txt,original,0,train
train-fake-LLM/1993.txt,LLM,1,train
train-true-orig/263.txt,original,0,train
train-fake-LLM/691.txt,LLM,1,train
train-fake-LLM/745.txt,LLM,1,train
train-true-orig/2820.txt,original,0,train
train-fake-LLM/1805.txt,LLM,1,train
train-fake-LLM/2876.txt,LLM,1,train
train-true-orig/2802.txt,original,0,train
train-true-orig/117.txt,original,0,train
train-true-orig/2608.txt,original,0,train
train-true-orig/56.txt,original,0,train
train-true-orig/477.txt,original,0,train
train-true-orig/2735.txt,original,0,train
train-true-orig/2729.txt,original,0,train
train-fake-LLM/3083.txt,LLM,1,train
train-true-orig/2453.txt,original,0,train
train-true-orig/2419.txt,original,0,train
train-fake-LLM/801.txt,LLM,1,train
train-true-orig/1210.txt,original,0,train
train-true-orig/218.txt,original,0,train
train-fake-LLM/2854.txt,LLM,1,train
train-true-orig/1291.txt,original,0,train
train-fake-LLM/2973.txt,LLM,1,train
train-true-orig/480.txt,original,0,train
train-true-orig/2548.txt,original,0,train
train-fake-LLM/3206.txt,LLM,1,train
train-fake-LLM/111.txt,LLM,1,train
train-true-orig/2564.txt,original,0,train
train-fake-LLM/1956.txt,LLM,1,train
train-true-orig/184.txt,original,0,train
train-fake-LLM/971.txt,LLM,1,train
train-true-orig/2007.txt,original,0,train
train-true-orig/3297.txt,original,0,train
train-true-orig/2010.txt,original,0,train
train-fake-LLM/1459.txt,LLM,1,train
train-fake-LLM/26.txt,LLM,1,train
train-fake-LLM/1906.txt,LLM,1,train
train-true-orig/1613.txt,original,0,train
train-fake-LLM/130.txt,LLM,1,train
train-true-orig/2434.txt,original,0,train
train-true-orig/1656.txt,original,0,train
train-true-orig/179.txt,original,0,train
train-true-orig/3321.txt,original,0,train
train-fake-LLM/355.txt,LLM,1,train
train-true-orig/379.txt,original,0,train
train-fake-LLM/1291.txt,LLM,1,train
train-true-orig/2776.txt,original,0,train
train-true-orig/1830.txt,original,0,train
train-fake-LLM/3333.txt,LLM,1,train
train-fake-LLM/333.txt,LLM,1,train
train-true-orig/1179.txt,original,0,train
train-fake-LLM/2122.txt,LLM,1,train
train-fake-LLM/3009.txt,LLM,1,train
train-fake-LLM/269.txt,LLM,1,train
train-fake-LLM/2697.txt,LLM,1,train
train-true-orig/1195.txt,original,0,train
train-fake-LLM/2152.txt,LLM,1,train
train-true-orig/3182.txt,original,0,train
train-fake-LLM/574.txt,LLM,1,train
train-fake-LLM/912.txt,LLM,1,train
train-fake-LLM/1667.txt,LLM,1,train
train-true-orig/2957.txt,original,0,train
train-true-orig/1444.txt,original,0,train
train-true-orig/1102.txt,original,0,train
train-true-orig/234.txt,original,0,train
train-true-orig/2363.txt,original,0,train
train-true-orig/3005.txt,original,0,train
train-true-orig/811.txt,original,0,train
train-fake-LLM/1743.txt,LLM,1,train
train-true-orig/1232.txt,original,0,train
train-true-orig/1240.txt,original,0,train
train-fake-LLM/2489.txt,LLM,1,train
train-fake-LLM/3582.txt,LLM,1,train
train-fake-LLM/815.txt,LLM,1,train
train-true-orig/351.txt,original,0,train
train-true-orig/311.txt,original,0,train
train-true-orig/2915.txt,original,0,train
train-fake-LLM/2357.txt,LLM,1,train
train-true-orig/1425.txt,original,0,train
train-true-orig/824.txt,original,0,train
train-true-orig/1106.txt,original,0,train
train-true-orig/470.txt,original,0,train
train-true-orig/2706.txt,original,0,train
train-true-orig/192.txt,original,0,train
train-true-orig/130.txt,original,0,train
train-true-orig/2834.txt,original,0,train
train-true-orig/2329.txt,original,0,train
train-fake-LLM/2630.txt,LLM,1,train
train-true-orig/2672.txt,original,0,train
train-fake-LLM/2623.txt,LLM,1,train
train-true-orig/833.txt,original,0,train
train-fake-LLM/1439.txt,LLM,1,train
train-fake-LLM/2492.txt,LLM,1,train
train-true-orig/2871.txt,original,0,train
train-true-orig/3398.txt,original,0,train
train-true-orig/781.txt,original,0,train
train-fake-LLM/3092.txt,LLM,1,train
train-fake-LLM/841.txt,LLM,1,train
train-fake-LLM/3444.txt,LLM,1,train
train-fake-LLM/3369.txt,LLM,1,train
train-fake-LLM/3102.txt,LLM,1,train
train-true-orig/2265.txt,original,0,train
train-fake-LLM/1868.txt,LLM,1,train
train-true-orig/1220.txt,original,0,train
train-true-orig/361.txt,original,0,train
train-true-orig/279.txt,original,0,train
train-true-orig/577.txt,original,0,train
train-fake-LLM/3331.txt,LLM,1,train
train-fake-LLM/918.txt,LLM,1,train
train-fake-LLM/2893.txt,LLM,1,train
train-fake-LLM/3595.txt,LLM,1,train
train-true-orig/2413.txt,original,0,train
train-true-orig/1649.txt,original,0,train
train-true-orig/436.txt,original,0,train
train-true-orig/2376.txt,original,0,train
train-true-orig/2913.txt,original,0,train
train-true-orig/2415.txt,original,0,train
train-fake-LLM/2815.txt,LLM,1,train
train-true-orig/3552.txt,original,0,train
train-fake-LLM/1858.txt,LLM,1,train
train-true-orig/3276.txt,original,0,train
train-true-orig/1097.txt,original,0,train
train-true-orig/564.txt,original,0,train
train-true-orig/3266.txt,original,0,train
train-true-orig/1612.txt,original,0,train
train-true-orig/366.txt,original,0,train
train-fake-LLM/540.txt,LLM,1,train
train-fake-LLM/409.txt,LLM,1,train
train-fake-LLM/858.txt,LLM,1,train
train-fake-LLM/2873.txt,LLM,1,train
train-true-orig/1191.txt,original,0,train
train-fake-LLM/399.txt,LLM,1,train
train-fake-LLM/2213.txt,LLM,1,train
train-true-orig/754.txt,original,0,train
train-true-orig/1474.txt,original,0,train
train-fake-LLM/548.txt,LLM,1,train
train-fake-LLM/3275.txt,LLM,1,train
train-true-orig/1846.txt,original,0,train
train-fake-LLM/2167.txt,LLM,1,train
train-true-orig/2426.txt,original,0,train
train-true-orig/144.txt,original,0,train
train-true-orig/3139.txt,original,0,train
train-fake-LLM/1776.txt,LLM,1,train
train-fake-LLM/3220.txt,LLM,1,train
train-fake-LLM/2675.txt,LLM,1,train
train-fake-LLM/2588.txt,LLM,1,train
train-true-orig/2964.txt,original,0,train
train-true-orig/2133.txt,original,0,train
train-fake-LLM/2840.txt,LLM,1,train
train-true-orig/1099.txt,original,0,train
train-fake-LLM/2965.txt,LLM,1,train
train-fake-LLM/1630.txt,LLM,1,train
train-true-orig/2810.txt,original,0,train
train-true-orig/3490.txt,original,0,train
train-fake-LLM/2526.txt,LLM,1,train
train-true-orig/2203.txt,original,0,train
train-true-orig/264.txt,original,0,train
train-fake-LLM/2536.txt,LLM,1,train
train-true-orig/1926.txt,original,0,train
train-fake-LLM/2445.txt,LLM,1,train
train-fake-LLM/2125.txt,LLM,1,train
train-fake-LLM/2585.txt,LLM,1,train
train-true-orig/1305.txt,original,0,train
train-fake-LLM/635.txt,LLM,1,train
train-true-orig/3263.txt,original,0,train
train-true-orig/2974.txt,original,0,train
train-fake-LLM/2818.txt,LLM,1,train
train-true-orig/1190.txt,original,0,train
train-true-orig/717.txt,original,0,train
train-fake-LLM/3124.txt,LLM,1,train
train-true-orig/1861.txt,original,0,train
train-fake-LLM/933.txt,LLM,1,train
train-fake-LLM/3273.txt,LLM,1,train
train-true-orig/2953.txt,original,0,train
train-fake-LLM/1713.txt,LLM,1,train
train-true-orig/947.txt,original,0,train
train-fake-LLM/976.txt,LLM,1,train
train-fake-LLM/1388.txt,LLM,1,train
train-true-orig/1341.txt,original,0,train
train-true-orig/3308.txt,original,0,train
train-fake-LLM/936.txt,LLM,1,train
train-fake-LLM/852.txt,LLM,1,train
train-fake-LLM/2065.txt,LLM,1,train
train-true-orig/879.txt,original,0,train
train-true-orig/2406.txt,original,0,train
train-fake-LLM/2842.txt,LLM,1,train
train-fake-LLM/3106.txt,LLM,1,train
train-fake-LLM/2869.txt,LLM,1,train
train-true-orig/3425.txt,original,0,train
train-true-orig/1977.txt,original,0,train
train-true-orig/1028.txt,original,0,train
train-true-orig/3420.txt,original,0,train
train-fake-LLM/564.txt,LLM,1,train
train-true-orig/453.txt,original,0,train
train-fake-LLM/3241.txt,LLM,1,train
train-fake-LLM/600.txt,LLM,1,train
train-fake-LLM/1810.txt,LLM,1,train
train-true-orig/3528.txt,original,0,train
train-true-orig/731.txt,original,0,train
train-true-orig/3593.txt,original,0,train
train-true-orig/7.txt,original,0,train
train-fake-LLM/3456.txt,LLM,1,train
train-fake-LLM/1621.txt,LLM,1,train
train-true-orig/3171.txt,original,0,train
train-true-orig/1400.txt,original,0,train
train-fake-LLM/1115.txt,LLM,1,train
train-true-orig/1015.txt,original,0,train
train-fake-LLM/1477.txt,LLM,1,train
train-fake-LLM/187.txt,LLM,1,train
train-true-orig/606.txt,original,0,train
train-true-orig/1188.txt,original,0,train
train-fake-LLM/1270.txt,LLM,1,train
train-fake-LLM/861.txt,LLM,1,train
train-true-orig/2322.txt,original,0,train
train-true-orig/2614.txt,original,0,train
train-fake-LLM/1685.txt,LLM,1,train
train-true-orig/2005.txt,original,0,train
train-fake-LLM/2963.txt,LLM,1,train
train-fake-LLM/1313.txt,LLM,1,train
train-true-orig/2346.txt,original,0,train
train-true-orig/1161.txt,original,0,train
train-fake-LLM/844.txt,LLM,1,train
train-fake-LLM/3261.txt,LLM,1,train
train-fake-LLM/108.txt,LLM,1,train
train-fake-LLM/265.txt,LLM,1,train
train-true-orig/2883.txt,original,0,train
train-fake-LLM/2320.txt,LLM,1,train
train-fake-LLM/3515.txt,LLM,1,train
train-fake-LLM/1958.txt,LLM,1,train
train-fake-LLM/1762.txt,LLM,1,train
train-fake-LLM/937.txt,LLM,1,train
train-true-orig/2422.txt,original,0,train
train-fake-LLM/1376.txt,LLM,1,train
train-fake-LLM/1023.txt,LLM,1,train
train-true-orig/1556.txt,original,0,train
train-fake-LLM/1246.txt,LLM,1,train
train-fake-LLM/607.txt,LLM,1,train
train-fake-LLM/2720.txt,LLM,1,train
train-true-orig/312.txt,original,0,train
train-true-orig/3322.txt,original,0,train
train-true-orig/1870.txt,original,0,train
train-true-orig/2180.txt,original,0,train
train-true-orig/543.txt,original,0,train
train-true-orig/1389.txt,original,0,train
train-fake-LLM/1787.txt,LLM,1,train
train-fake-LLM/2900.txt,LLM,1,train
train-true-orig/2128.txt,original,0,train
train-true-orig/1091.txt,original,0,train
train-true-orig/2935.txt,original,0,train
train-true-orig/2188.txt,original,0,train
train-true-orig/2041.txt,original,0,train
train-fake-LLM/2714.txt,LLM,1,train
train-true-orig/383.txt,original,0,train
train-true-orig/2341.txt,original,0,train
train-fake-LLM/3372.txt,LLM,1,train
train-true-orig/2804.txt,original,0,train
train-true-orig/624.txt,original,0,train
train-true-orig/1027.txt,original,0,train
train-fake-LLM/1733.txt,LLM,1,train
train-fake-LLM/3132.txt,LLM,1,train
train-fake-LLM/2374.txt,LLM,1,train
train-true-orig/2908.txt,original,0,train
train-fake-LLM/2281.txt,LLM,1,train
train-true-orig/207.txt,original,0,train
train-fake-LLM/1305.txt,LLM,1,train
train-true-orig/1859.txt,original,0,train
train-fake-LLM/354.txt,LLM,1,train
train-true-orig/3515.txt,original,0,train
train-true-orig/1594.txt,original,0,train
train-true-orig/2862.txt,original,0,train
train-true-orig/1751.txt,original,0,train
train-fake-LLM/3398.txt,LLM,1,train
train-true-orig/3503.txt,original,0,train
train-fake-LLM/571.txt,LLM,1,train
train-fake-LLM/370.txt,LLM,1,train
train-true-orig/2473.txt,original,0,train
train-true-orig/1919.txt,original,0,train
train-true-orig/1877.txt,original,0,train
train-fake-LLM/896.txt,LLM,1,train
train-true-orig/1637.txt,original,0,train
train-true-orig/689.txt,original,0,train
train-fake-LLM/2693.txt,LLM,1,train
train-fake-LLM/1652.txt,LLM,1,train
train-true-orig/2393.txt,original,0,train
train-true-orig/3534.txt,original,0,train
train-fake-LLM/1027.txt,LLM,1,train
train-true-orig/951.txt,original,0,train
train-fake-LLM/3552.txt,LLM,1,train
train-fake-LLM/1849.txt,LLM,1,train
train-true-orig/1046.txt,original,0,train
train-fake-LLM/1206.txt,LLM,1,train
train-fake-LLM/1351.txt,LLM,1,train
train-true-orig/2313.txt,original,0,train
train-fake-LLM/1073.txt,LLM,1,train
train-fake-LLM/1961.txt,LLM,1,train
train-fake-LLM/3543.txt,LLM,1,train
train-true-orig/2708.txt,original,0,train
train-fake-LLM/992.txt,LLM,1,train
train-fake-LLM/987.txt,LLM,1,train
train-fake-LLM/127.txt,LLM,1,train
train-true-orig/2771.txt,original,0,train
train-fake-LLM/2781.txt,LLM,1,train
train-fake-LLM/397.txt,LLM,1,train
train-true-orig/1777.txt,original,0,train
train-true-orig/189.txt,original,0,train
train-true-orig/2462.txt,original,0,train
train-true-orig/870.txt,original,0,train
train-fake-LLM/3352.txt,LLM,1,train
train-fake-LLM/3146.txt,LLM,1,train
train-true-orig/2992.txt,original,0,train
train-true-orig/2261.txt,original,0,train
train-fake-LLM/3291.txt,LLM,1,train
train-fake-LLM/2510.txt,LLM,1,train
train-fake-LLM/3253.txt,LLM,1,train
train-true-orig/1297.txt,original,0,train
train-fake-LLM/2442.txt,LLM,1,train
train-fake-LLM/1357.txt,LLM,1,train
train-fake-LLM/809.txt,LLM,1,train
train-fake-LLM/1834.txt,LLM,1,train
train-true-orig/3294.txt,original,0,train
train-fake-LLM/3019.txt,LLM,1,train
train-fake-LLM/772.txt,LLM,1,train
train-true-orig/3098.txt,original,0,train
train-fake-LLM/2555.txt,LLM,1,train
train-fake-LLM/2579.txt,LLM,1,train
train-true-orig/1804.txt,original,0,train
train-fake-LLM/2737.txt,LLM,1,train
train-fake-LLM/2518.txt,LLM,1,train
train-true-orig/2468.txt,original,0,train
train-true-orig/3211.txt,original,0,train
train-fake-LLM/3440.txt,LLM,1,train
train-true-orig/3372.txt,original,0,train
train-true-orig/851.txt,original,0,train
train-true-orig/3405.txt,original,0,train
train-fake-LLM/3038.txt,LLM,1,train
train-fake-LLM/1059.txt,LLM,1,train
train-true-orig/1272.txt,original,0,train
train-true-orig/1674.txt,original,0,train
train-fake-LLM/2828.txt,LLM,1,train
train-fake-LLM/2686.txt,LLM,1,train
train-fake-LLM/2029.txt,LLM,1,train
train-fake-LLM/2189.txt,LLM,1,train
train-fake-LLM/1629.txt,LLM,1,train
train-true-orig/105.txt,original,0,train
train-fake-LLM/1927.txt,LLM,1,train
train-fake-LLM/1919.txt,LLM,1,train
train-fake-LLM/2226.txt,LLM,1,train
train-fake-LLM/1188.txt,LLM,1,train
train-fake-LLM/766.txt,LLM,1,train
train-fake-LLM/2827.txt,LLM,1,train
train-fake-LLM/2617.txt,LLM,1,train
train-true-orig/3196.txt,original,0,train
train-fake-LLM/826.txt,LLM,1,train
train-true-orig/2654.txt,original,0,train
train-fake-LLM/1057.txt,LLM,1,train
train-fake-LLM/554.txt,LLM,1,train
train-fake-LLM/3359.txt,LLM,1,train
train-fake-LLM/1676.txt,LLM,1,train
train-fake-LLM/1277.txt,LLM,1,train
train-true-orig/2667.txt,original,0,train
train-fake-LLM/891.txt,LLM,1,train
train-true-orig/2321.txt,original,0,train
train-fake-LLM/2927.txt,LLM,1,train
train-true-orig/2928.txt,original,0,train
train-fake-LLM/1346.txt,LLM,1,train
train-fake-LLM/888.txt,LLM,1,train
train-fake-LLM/3010.txt,LLM,1,train
train-fake-LLM/2877.txt,LLM,1,train
train-fake-LLM/1656.txt,LLM,1,train
train-true-orig/482.txt,original,0,train
train-true-orig/2937.txt,original,0,train
train-fake-LLM/1879.txt,LLM,1,train
train-true-orig/1472.txt,original,0,train
train-fake-LLM/3026.txt,LLM,1,train
train-true-orig/1552.txt,original,0,train
train-fake-LLM/2100.txt,LLM,1,train
train-fake-LLM/3234.txt,LLM,1,train
train-fake-LLM/2335.txt,LLM,1,train
train-fake-LLM/1925.txt,LLM,1,train
train-fake-LLM/1663.txt,LLM,1,train
train-fake-LLM/2752.txt,LLM,1,train
train-fake-LLM/2607.txt,LLM,1,train
train-true-orig/1598.txt,original,0,train
train-true-orig/2443.txt,original,0,train
train-true-orig/91.txt,original,0,train
train-true-orig/3587.txt,original,0,train
train-fake-LLM/120.txt,LLM,1,train
train-fake-LLM/2375.txt,LLM,1,train
train-fake-LLM/2939.txt,LLM,1,train
train-true-orig/2013.txt,original,0,train
train-true-orig/3172.txt,original,0,train
train-true-orig/659.txt,original,0,train
train-true-orig/2703.txt,original,0,train
train-fake-LLM/1836.txt,LLM,1,train
train-fake-LLM/165.txt,LLM,1,train
train-true-orig/1530.txt,original,0,train
train-true-orig/1781.txt,original,0,train
train-fake-LLM/350.txt,LLM,1,train
train-fake-LLM/2676.txt,LLM,1,train
train-fake-LLM/1939.txt,LLM,1,train
train-fake-LLM/2006.txt,LLM,1,train
train-true-orig/2414.txt,original,0,train
train-fake-LLM/3263.txt,LLM,1,train
train-fake-LLM/2791.txt,LLM,1,train
train-fake-LLM/3081.txt,LLM,1,train
train-true-orig/5.txt,original,0,train
train-true-orig/615.txt,original,0,train
train-true-orig/2747.txt,original,0,train
train-fake-LLM/1654.txt,LLM,1,train
train-fake-LLM/3501.txt,LLM,1,train
train-true-orig/1113.txt,original,0,train
train-true-orig/584.txt,original,0,train
train-true-orig/283.txt,original,0,train
train-true-orig/2593.txt,original,0,train
